CES6054110001,,,,,,,,,,,,,,,,,,,,,933.3,945,947.8,957.5,968.9,961.2,960.7,977.8,1002.5,1039.5,1061.9,1074.3,1104.9,1131.9,1155.1,1164.3,1172.7,1176.1,1168.8,1147.5,1111.1,1116.2,1119.5,1130.2,1136.7
CES6054120001,,,,,,,,,,,,,,,,,,,,,652.9,651,654.3,655.7,669.6,690.2,718.3,736.2,777.4,820.1,857.8,878.1,861.3,826.7,808,829,866,917.7,970.1,928.9,914.6,880.7,911.1,899.5,917.5
CES6054130001,,,,,,,,,,,,,,,,,,,,,936.5,922.4,899.8,912.8,928,983.8,1010.4,1041.7,1091.1,1140.7,1207.4,1272.8,1256.7,1230,1237.9,1277.2,1348.7,1417,1452.1,1393.1,1282.7,1279.5,1310.1,1334.9,1379.1
CES6054150001,,,,,,,,,,,,,,,,,,,,,405.8,412.2,431.6,466.2,504.9,570.6,659.1,764.9,896.6,1065.4,1204,1328.4,1199.3,1115.9,1124.7,1176.2,1244.9,1321.5,1425.4,1434.6,1425.7,1494.8,1575.6,1668.3,1731.6
CES6054160001,,,,,,,,,,,,,,,,,,,,,297.6,311.7,326,353.5,380.4,424.3,473.5,514.5,579.1,600,640.8,712.9,705.8,716.4,733.3,792,863.7,917.6,990,1003,989,1034.9,1093.7,1145.7,1199.9
CES6055000001,,,,,,,,,,,,,,,,,,,,,1667,1657.6,1623.4,1631.9,1652.8,1682.1,1692.1,1714.9,1748.4,1763.8,1786.8,1804.9,1733.7,1679.7,1707.8,1746.5,1791,1834.8,1901,1899.1,1849,1895.5,1989.2,2067.8,2114.6
CES6056000001,,,,,,,,,,,,,,,,,,,,,4621.7,4590.7,4622,4977.6,5382.2,5958.6,6190.7,6692.8,7250.6,7642.4,8084.6,8124,7561.8,7642,7790.7,8009.6,8300.6,8479.6,8312.6,7489,7237,7621.5,7920.4,8141.3,8557.5
CES6056100001,,,,,,,,,,,,,,,,,,,,,4397.3,4359.5,4388.2,4735.6,5127.5,5687.8,5912.5,6406.7,6957.9,7333.6,7774.5,7808.4,7240.7,7318.9,7468.5,7675.7,7957.7,8126.9,7953,7134.2,6888.3,7260.5,7549.7,7765.7,8182.9
CES6056130001,,,,,,,,,,,,,,,,824.2,906.5,1050.3,1237.4,1378.1,1500.6,1474.8,1510,1742.8,2040.4,2414.3,2464.7,2777.8,3151.7,3418.8,3790.9,3763.1,3211,3297.3,3390.9,3509.6,3660.8,3668,3395.7,2673.6,2569.8,2870.7,3062.4,3200.9,3475.5
CES6056132001,,,,,,,,,,,,,,,,,,,,,1156.3,1140.9,1150.6,1295.8,1499.9,1735.3,1745.2,1949.2,2178,2357.1,2618.9,2564,2148.4,2191.9,2290.5,2458.6,2621.4,2647.2,2542.9,1961,1944.8,2240.5,2428,2551.1,2781.4
CES6056140001,,,,,,,,,,,,,,,,,,,,,502.1,501.5,510.7,543.9,554.6,602.5,659.2,707.1,760.2,776.8,778.5,785.3,774.4,750.7,744.9,755.6,772.8,809.6,826.4,834.9,807.5,809.3,827.9,834.3,860.1
CES6056170001,,,,,,,,,,,,,,,,,,,,,1178,1164.5,1148.9,1173.6,1234.1,1286.7,1319.8,1390.1,1436.6,1511.4,1562.6,1598.5,1588.8,1620.1,1658.8,1708.5,1776.5,1829.8,1850.3,1796.7,1734.4,1781.6,1821.4,1849.9,1913
CES6056200001,,,,,,,,,,,,,,,,,,,,,224.4,231.2,233.8,242,254.7,270.8,278.2,286.1,292.7,308.8,310.1,315.6,321.1,323.1,322.2,333.9,342.9,352.7,359.6,354.8,348.7,361,370.7,375.6,374.6
CES6500000001,4531,4632,4749,5003,5217,5404,5635,5892,6228,6603,6942,7254,7490,7594,8001,8464,8912,9312,9793,10383,10778,11342,11804,12145,12622,13162,13546,13999,14393,14777,15099,15506,16130,16632,17015,17427,17895,18357,18912,19405,19728,20058,20479,20921,21258
CES6561000001,,,,,,,,,,,,,,,,,,,,,1664,1737.8,1731.3,1709.9,1829.2,1970.3,2037.1,2124,2203.2,2286.4,2351.2,2446.7,2579,2670.1,2749.7,2824.2,2876.7,2916.2,2987.6,3091.7,3106.4,3216.8,3309.2,3329.2,3370.2
CES6562000001,,,,,,,,,,,,,,,,,,,,,9114.1,9604.3,10072.7,10435.1,10792.7,11191.8,11509.3,11874.6,12189.6,12490.9,12748.2,13059,13551.1,13961.4,14265.1,14602.3,15018.6,15440.4,15924,16313.4,16621.7,16841.4,17170,17592.1,17888.1
CES6562000101,,,,,,,,,,,,,,,,,,,,,8012.3,8439.9,8828.7,9118.4,9398.1,9676.3,9947.6,10247.1,10470.8,10614.2,10768.4,11012.8,11389,11707.8,11935.3,12179.6,12467.8,12778.3,13138.2,13434.1,13670.5,13898.6,14161.2,14406.1,14609.9
CES6562100001,,,,,,,,,,,,,,,,,,,,,2754.2,2943.6,3129.3,3298.7,3484.7,3680.1,3851.1,4038.1,4147,4182.9,4273.8,4389.8,4550.5,4718.6,4869.4,5037.5,5209.9,5383.4,5575.6,5713.7,5897.7,6051.1,6220.8,6411.9,6580.1
CES6562110001,,,426,469.9,519.7,561.5,597.5,636.2,668.4,706.5,748,790.6,827.5,870,912.5,962.6,1009.7,1059.5,1113.9,1178.7,1246,1314.5,1380.4,1426.4,1460.2,1508.4,1574,1634.1,1693.6,1760.9,1814.4,1878.3,1945.6,1984,2030,2069.8,2124.3,2171.5,2234.3,2261.9,2306,2324.8,2360.9,2418.5,2462.6
CES6562140001,,,,,,,,,,,,,,,,,,,,,254.2,267,279.2,297.4,308.5,323.3,334,347.4,357.5,370.2,381.3,393.3,406.8,421.4,437.5,462.3,484.9,502.2,524.8,540.4,584,612.2,634.4,665.2,702.7
CES6562160001,,,,,,,,,,,,,,,,138.4,165.9,186,202.5,228.7,262.5,318.8,368.6,424.9,512,594.2,644.9,694.3,692.8,622.6,634,628.8,658.9,709,755.4,802.3,845.2,892.8,938.9,991.1,1060.4,1115.4,1167.5,1210.3,1265.7
CES6562200001,,,,,,,,,,,,,,,,,,,,,3452.8,3572.3,3679.4,3741,3727.2,3722.1,3751.9,3795.1,3856.7,3922.9,3940,3995.8,4112.9,4218,4269.4,4306.8,4384.4,4470,4571.8,4666.7,4673.5,4692.9,4761.4,4786.5,4788.8
CES6562300001,,,,,,,,,,,,,,,,,,,,,1805.3,1924,2020,2078.7,2186.2,2274.1,2344.6,2413.9,2467.1,2508.4,2554.6,2627.2,2725.6,2771.2,2796.5,2835.3,2873.5,2924.9,2990.8,3053.7,3099.3,3154.6,3179,3207.7,3241
CES6562310001,,,,,,,,,,,,,,,,,,,,,1138,1212.5,1262.8,1288.9,1356.7,1396.1,1431.4,1463.8,1481.5,1496.8,1505.7,1529.3,1567.6,1581.3,1572.6,1574.3,1578.3,1591.1,1613.1,1632,1647.3,1668.8,1666.6,1655.1,1647.4
CES6562400001,,,,,,,,,,,,,,,,,,,,,1101.8,1164.4,1244,1316.7,1394.6,1515.5,1561.7,1627.5,1718.8,1876.7,1979.8,2046.2,2162.1,2253.6,2329.8,2422.7,2550.8,2662.1,2785.8,2879.3,2951.2,2942.8,3008.8,3186,3278.2
CES6562440001,,,,,,,,,,,,,,,,297.6,311.8,325,342.8,365.6,382,400.8,430.4,457.3,484.9,545.6,558,559,586,658.5,693.7,701.9,731.4,754.3,752.8,773.4,808.5,834.2,860.5,862.9,848.1,848.4,848.7,846,852.1
CES7000000001,4756,4849,5017,5263,5410,5476,5681,5911,6251,6571,6713,6780,6839,6920,7309,7708,8026,8319,8664,9072,9290,9294,9361,9582,9959,10348,10613,10921,11100,11385,11713,11977,12006,12173,12346,12665,12945,13338,13542,13222,12931,13149,13594,14028,14460
CES7071000001,,,,,,,,,,,,,,,,,,,,,1139.7,1186,1232.2,1274.1,1346.2,1414.6,1472.7,1561.3,1607.7,1677.9,1745.5,1798.5,1809.3,1840.3,1836,1858.7,1897.4,1964.7,1993.6,1950.4,1883.2,1884.2,1950.6,2002.1,2086.5
CES7071100001,,,,,,,,,,,,,,,,,,,,,270.2,280.5,289.9,290,295.1,291.3,314.3,342.8,339.4,353.9,371,377.5,377.5,373.7,373.1,367.3,378,405.5,412,404.4,387,392.9,400.5,408.9,433
CES7071200001,,,,,,,,,,,,,,,,,,,,,66.3,70.1,74.5,76.4,80.4,82,86,92.3,94.9,100.5,107.7,112.9,115.2,115.7,116.2,118.5,121,127.8,133.1,130.6,127.1,128,135.8,138.8,141.7
CES7071300001,,,,,,,,,,,,,,,,,,,,,803.2,835.4,867.8,907.7,970.7,1041.3,1072.4,1126.2,1173.4,1223.5,1266.8,1308.1,1316.6,1350.9,1346.7,1372.9,1398.4,1431.4,1448.5,1415.4,1369.1,1363.3,1414.3,1454.4,1511.8
CES7072000001,,,,,,,,,,,,,,,,,,,,,8150.6,8108.1,8128.7,8307.5,8613,8932.9,9139.9,9359.5,9492.2,9707.5,9967.4,10178.4,10196.2,10332.3,10510.4,10806.5,11048,11373.6,11548.7,11271.4,11047.8,11264.3,11643.4,12025.4,12373
CES7072100001,,,798.9,829.1,870.1,871,912.8,926.9,945.9,1025.6,1052.9,1094.5,1125.3,1118.3,1202.4,1294.2,1341.6,1408.9,1483.5,1558.6,1612.1,1599.4,1560.8,1566.4,1603.7,1639.9,1664.7,1719,1750.7,1808.7,1851.8,1895.4,1774.8,1801.6,1772.9,1807.8,1822.5,1856.3,1886.7,1809.1,1748.5,1775.8,1811.8,1844.6,1869.4
CES7072200001,,,,,,,,,,,,,,,,,,,,,6538.5,6508.7,6567.9,6741.1,7009.3,7293,7475.2,7640.5,7741.5,7898.8,8115.6,8283,8421.4,8530.7,8737.5,8998.7,9225.5,9517.3,9662,9462.3,9299.3,9488.5,9831.6,10180.8,10503.6
CES8000000001,1771,1810,1856,1955,2038,2109,2197,2297,2428,2574,2704,2823,2911,2950,3106,3284,3457,3613,3800,4026,4221,4274,4228,4313,4365,4524,4625,4754,4914,5038,5145,5204,5343,5399,5405,5398,5425,5467,5522,5428,5322,5327,5414,5458,5484
CES8081100001,,,,,,,,,,,,,,,,,,,,,1021.9,974.2,959.9,989.4,1000.1,1055.7,1110.4,1155.1,1181.6,1204.9,1237.7,1261.9,1254.2,1236.5,1228.4,1236.2,1244.2,1250.8,1246.3,1180.9,1127.8,1152,1188.4,1209.8,1207.5
CES8081200001,,,,,,,,,,,,,,,,,,,,,1114.1,1117.5,1103.8,1107.6,1115.6,1136.1,1151.2,1175.1,1189.7,1218.1,1229.4,1255.5,1254.7,1264,1265,1275.9,1290.1,1299.2,1318.3,1303.7,1264.3,1269.1,1300.3,1333.9,1355.1
CES8081300001,,,,,,,,,,,,,,,,,,,,,2084.9,2182.2,2164.4,2216,2249,2332.4,2363.3,2424.2,2542.8,2615.2,2677.8,2686.3,2833.9,2898.8,2911.4,2886,2890.3,2917.2,2957.5,2943.2,2930.2,2906,2925.7,2914.1,2921.3
CES9000000001,12496,12878,13266,13690,14090,14624,14969,15056,15611,15937,16201,16360,16041,16023,16010,16336,16715,17045,17365,17774,18151,18474,18688,18901,19147,19397,19450,19593,19770,20084,20571,20835,21377,21626,21538,21735,21847,22095,22388,22579,22480,22261,21942,21866,21832
CES9091000001,2861,2823,2839,2805,2817,2873,2887,2851,2881,2916,2886,2961,2902,2921,2920,2964,3055,3060,3125,3158,3103,3098,3137,3092,3053,2973,2900,2845,2772,2765,2768,2753,2756,2789,2732,2727,2727,2731,2738,2786,2860,2874,2833,2809,2721
CES9091100001,2120.9,2079.2,2112.9,2121.5,2104,2164.9,2201.6,2193.9,2224,2247.8,2215.5,2286.2,2197.5,2239.8,2227.2,2243.4,2279.7,2247.6,2292.7,2297.8,2272.9,2275.6,2315.2,2307.6,2247.7,2132.5,2042.6,1976.5,1902,1874,1887.3,1873.6,1893.8,1967.5,1938,1950.3,1953.8,1964,1981,2059.5,2184.6,2228.2,2213.1,2206,2135.7
CES9091912001,735.1,741.1,725.3,683,712.3,707.3,684.6,656.4,657.3,669.2,672.3,677,706.6,682.6,693.3,720.1,774.4,808.2,823.2,846.6,829.7,822,822.2,784.7,804.9,840.1,857.7,868.6,869.7,891.4,880.8,879.6,862.6,821.7,793.5,776.6,772.7,766.6,756.9,726.4,675,645.6,619.9,602.6,585.7
CES9092000001,2605,2725,2806,2898,2972,3141,3211,3343,3429,3493,3577,3635,3646,3654,3679,3787,3869,3943,4022,4126,4248,4358,4367,4452,4518,4644,4612,4577,4582,4657,4765,4805,5005,5034,4965,5019,5033,5087,5148,5206,5141,5141,5048,5034,5057
CES9092161101,1072.6,1133.9,1175.1,1200.1,1226.3,1302.7,1342.5,1395.1,1362.3,1354.2,1385.8,1404.5,1430.7,1444.2,1460.4,1515.1,1556.9,1583.1,1601.4,1635.2,1702.4,1757.1,1785.1,1816,1852.6,1917.2,1904.6,1898.4,1906.6,1948.5,2026.4,2027,2204.8,2261.6,2234.7,2255.3,2258.6,2293.8,2331,2382.8,2357.4,2403.8,2373.3,2371.3,2401.3
CES9092200001,1527.9,1587.6,1629.4,1697.8,1746.1,1837.9,1867,1945.6,2063.9,2135.6,2189.1,2229.1,2214.4,2209.1,2217.5,2271.4,2312,2359.7,2419.2,2489,2545.9,2600.5,2581.5,2635.6,2665,2727.2,2707.2,2678.8,2675.2,2708.3,2739,2777.9,2800.3,2772.7,2730.7,2763.6,2774.2,2793.4,2817,2822.8,2783.8,2736.9,2675.1,2662.2,2656.1
CES9093000001,7030,7330,7621,7987,8301,8610,8871,8862,9301,9528,9738,9764,9493,9448,9411,9585,9791,10042,10218,10490,10800,11018,11184,11357,11576,11780,11938,12171,12416,12662,13038,13277,13616,13803,13841,13989,14087,14277,14502,14587,14479,14246,14061,14023,14054
CES9093161101,3846.9,4022.4,4173.2,4368.7,4508.8,4694.3,4779.9,4787.9,4936,4935.8,5072.3,5115.9,5071.6,5029.9,5013.8,5161,5285.7,5445,5525.8,5677,5842.8,5960.2,6032.1,6157.3,6273.1,6404.5,6503.4,6686.3,6849.3,7020.1,7254.9,7384.7,7584.3,7697.4,7712,7821.9,7882.2,7959.8,8053.5,8084,8063.5,7942.1,7792.9,7763.4,7771.9
CES9093200001,3182.5,3305.2,3444,3613.1,3785.7,3907.4,4084.5,4065.1,4360.7,4593.3,4665.2,4645.4,4414.9,4414.2,4395.4,4420.2,4503.1,4594,4691.5,4811.5,4957.1,5057.7,5151.8,5199.6,5303.2,5375.3,5434.8,5484.4,5566.9,5642.2,5782.6,5892.1,6031.5,6105.1,6129,6167.2,6204.8,6317.4,6448.3,6502.5,6415.9,6303.4,6268.5,6259.7,6281.7
