CongNumb,Year,ICPSR,District,State,State_abbrv,State_full,lookup,Dist_lat,Dist_long,ST_lat,ST_long,Party,House,Party_name,Name,IdeologicalRank,TotalReceipts,FEC_YR_lookup,RepName_FEC,URL_FEC,Rep_Lookup,RepName_ipcsr
110,2008,1366,00,WEST VI,WV,West Virginia,110_WV_00,38.468,-80.9696,38.468,-80.9696,100,Senate,Democrat,BYRD  ROBER,-0.39,0,---No Data_2008,---No Data Available---,---No Data Available---,"Byrd, Ro","Byrd, Robert C."
111,2010,1366,00,WEST VI,WV,West Virginia,111_WV_00,38.468,-80.9696,38.468,-80.9696,100,Senate,Democrat,BYRD  ROBER,-0.398,0,---No Data_2010,---No Data Available---,---No Data Available---,"Byrd, Ro","Byrd, Robert C."
110,2008,29323,44,CALIFOR,CA,California,110_CA_44,33.735688,-117.42049,36.17,-119.7462,200,House of Representatives,Republican,CALVERT,0.527,1048733.3,"CALVERT, K_2008","CALVERT, KENNETH S MR.",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA37023&tabIndex=1,"Calvert, Ke","Calvert, Ken"
111,2010,29323,44,CALIFOR,CA,California,111_CA_44,33.735688,-117.42049,36.17,-119.7462,200,House of Representatives,Republican,CALVERT,0.546,1663591.45,"CALVERT, K_2010","CALVERT, KENNETH S MR.",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA37023&tabIndex=1,"Calvert, Ke","Calvert, Ken"
112,2012,29323,44,CALIFOR,CA,California,112_CA_44,33.775894,-117.491816,36.17,-119.7462,200,House of Representatives,Republican,CALVERT,0.565,1091572.66,"CALVERT, K_2012","CALVERT, KENNETH S MR.",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA37023&tabIndex=1,"Calvert, Ke","Calvert, Ken"
110,2008,29124,04,MICHIGA,MI,Michigan,110_MI_04,43.262162,-83.93995,43.3504,-84.5603,200,House of Representatives,Republican,CAMP,0.597,2237730.57,"CAMP, DAVI_2008","CAMP, DAVID LEE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MI10071&tabIndex=1,"Camp, Da","Camp, Dave"
111,2010,29124,04,MICHIGA,MI,Michigan,111_MI_04,43.262162,-83.93995,43.3504,-84.5603,200,House of Representatives,Republican,CAMP,0.621,3051807.73,"CAMP, DAVI_2010","CAMP, DAVID LEE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MI10071&tabIndex=1,"Camp, Da","Camp, Dave"
112,2012,29124,04,MICHIGA,MI,Michigan,112_MI_04,43.963588,-84.964008,43.3504,-84.5603,200,House of Representatives,Republican,CAMP,0.646,4476144.59,"CAMP, DAVI_2012","CAMP, DAVID LEE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MI10071&tabIndex=1,"Camp, Da","Camp, Dave"
110,2008,20539,48,CALIFOR,CA,California,110_CA_48,33.640302,-117.769442,36.17,-119.7462,200,House of Representatives,Republican,CAMPBELL,0.984,257175.06,"CAMPBELL, _2008","CAMPBELL, JOHN B. T. III",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA48039&tabIndex=1,"Campbell, Jo","Campbell, John"
111,2010,20539,48,CALIFOR,CA,California,111_CA_48,33.640302,-117.769442,36.17,-119.7462,200,House of Representatives,Republican,CAMPBELL,0.984,16025.31,"CAMPBELL, _2010","CAMPBELL, JOHN B. T. III",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA48039&tabIndex=1,"Campbell, Jo","Campbell, John"
112,2012,20539,48,CALIFOR,CA,California,112_CA_48,33.601336,-117.777414,36.17,-119.7462,200,House of Representatives,Republican,CAMPBELL,0.984,63370,"CAMPBELL, _2012","CAMPBELL, JOHN B. T. III",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA48039&tabIndex=1,"Campbell, Jo","Campbell, John"
110,2008,29766,03,UTAH,UT,Utah,110_UT_03,40.563896,-112.1281,40.1135,-111.8535,200,House of Representatives,Republican,CANNON,0.826,831410.72,"CANNON, CH_2008","CANNON, CHRISTOPHER B HON.",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6UT03042&tabIndex=1,"Cannon, Ch","Cannon, Christopher B."
112,2012,21183,23,TEXAS,TX,Texas,112_TX_23,30.299561,-102.583818,31.106,-97.6475,200,House of Representatives,Republican,CANSECO,0.634,2712704.43,"CANSECO, F_2012","CANSECO, FRANCISCO 'QUICO'",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4TX28046&tabIndex=1,"Canseco, Fr","Canseco, Francisco"
110,2008,20144,07,VIRGINI,VA,Virginia,110_VA_07,38.683116,-77.99031,37.768,-78.2057,200,House of Representatives,Republican,CANTOR,0.726,3990898.86,"CANTOR, ER_2008","CANTOR, ERIC",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0VA07042&tabIndex=1,"Cantor, Er","Cantor, Eric"
111,2010,20144,07,VIRGINI,VA,Virginia,111_VA_07,38.683116,-77.99031,37.768,-78.2057,200,House of Representatives,Republican,CANTOR,0.744,5955024.71,"CANTOR, ER_2010","CANTOR, ERIC",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0VA07042&tabIndex=1,"Cantor, Er","Cantor, Eric"
112,2012,20144,07,VIRGINI,VA,Virginia,112_VA_07,38.133406,-77.92784,37.768,-78.2057,200,House of Representatives,Republican,CANTOR,0.761,7640467.43,"CANTOR, ER_2012","CANTOR, ERIC",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0VA07042&tabIndex=1,"Cantor, Er","Cantor, Eric"
110,2008,39310,00,WASHING,WA,Washington,110_WA_00,47.3917,-121.5708,47.3917,-121.5708,100,Senate,Democrat,CANTWELL,-0.352,967207,"CANTWELL, _2008","CANTWELL, MARIA",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8WA00194&tabIndex=1,"Cantwell, Ma","Cantwell, Maria"
111,2010,39310,00,WASHING,WA,Washington,111_WA_00,47.3917,-121.5708,47.3917,-121.5708,100,Senate,Democrat,CANTWELL,-0.352,1587582,"CANTWELL, _2010","CANTWELL, MARIA",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8WA00194&tabIndex=1,"Cantwell, Ma","Cantwell, Maria"
112,2012,39310,00,WASHING,WA,Washington,112_WA_00,47.3917,-121.5708,47.3917,-121.5708,100,Senate,Democrat,CANTWELL,-0.352,9423369,"CANTWELL, _2012","CANTWELL, MARIA",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8WA00194&tabIndex=1,"Cantwell, Ma","Cantwell, Maria"
111,2010,20917,02,LOUISIA,LA,Louisianna,111_LA_02,29.878578,-90.06903,31.1801,-91.8749,200,House of Representatives,Republican,CAO,0.257,2079914.93,"CAO, ANH '_2010","CAO, ANH 'JOSEPH'",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8LA02112&tabIndex=1,"Cao, An","Cao, Anh “Joseph”"
110,2008,20146,02,WEST VI,WV,West Virginia,110_WV_02,38.254483,-81.79045,38.468,-80.9696,200,House of Representatives,Republican,CAPITO,0.431,2217693.52,"CAPITO, SH_2008","CAPITO, SHELLEY MOORE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WV02138&tabIndex=1,"Capito, Sh","Capito, Shelley Moore"
111,2010,20146,02,WEST VI,WV,West Virginia,111_WV_02,38.254483,-81.79045,38.468,-80.9696,200,House of Representatives,Republican,CAPITO,0.456,1531270.36,"CAPITO, SH_2010","CAPITO, SHELLEY MOORE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WV02138&tabIndex=1,"Capito, Sh","Capito, Shelley Moore"
112,2012,20146,02,WEST VI,WV,West Virginia,112_WV_02,38.837302,-80.296258,38.468,-80.9696,200,House of Representatives,Republican,CAPITO,0.482,2449473.47,"CAPITO, SH_2012","CAPITO, SHELLEY MOORE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WV02138&tabIndex=1,"Capito, Sh","Capito, Shelley Moore"
110,2008,29774,23,CALIFOR,CA,California,110_CA_23,34.311203,-119.30164,36.17,-119.7462,100,House of Representatives,Democrat,CAPPS,-0.411,1054980.51,"CAPPS, LOI_2008","CAPPS, LOIS G",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA22089&tabIndex=1,"Capps, Lo","Capps, Lois"
111,2010,29774,23,CALIFOR,CA,California,111_CA_23,34.311203,-119.30164,36.17,-119.7462,100,House of Representatives,Democrat,CAPPS,-0.431,955564.7,"CAPPS, LOI_2010","CAPPS, LOIS G",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA22089&tabIndex=1,"Capps, Lo","Capps, Lois"
112,2012,29774,23,CALIFOR,CA,California,112_CA_23,34.026062,-119.57086,36.17,-119.7462,100,House of Representatives,Democrat,CAPPS,-0.451,3320070.72,"CAPPS, LOI_2012","CAPPS, LOIS G",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA22089&tabIndex=1,"Capps, Lo","Capps, Lois"
110,2008,29919,08,MASSACH,MA,Massachusetts,110_MA_08,42.370567,-71.026964,42.2373,-71.5314,100,House of Representatives,Democrat,CAPUANO,-0.571,1087339.39,"CAPUANO, M_2008","CAPUANO, MICHAEL E",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MA08071&tabIndex=1,"Capuano, Mi","Capuano, Michael E."
111,2010,29919,08,MASSACH,MA,Massachusetts,111_MA_08,42.370567,-71.026964,42.2373,-71.5314,100,House of Representatives,Democrat,CAPUANO,-0.567,943592.46,"CAPUANO, M_2010","CAPUANO, MICHAEL E",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MA08071&tabIndex=1,"Capuano, Mi","Capuano, Michael E."
112,2012,29919,08,MASSACH,MA,Massachusetts,112_MA_08,42.329361,-70.927986,42.2373,-71.5314,100,House of Representatives,Democrat,CAPUANO,-0.563,909487.24,"CAPUANO, M_2012","CAPUANO, MICHAEL E",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MA08071&tabIndex=1,"Capuano, Mi","Capuano, Michael E."
110,2008,15408,00,MARYLAN,MD,Maryland,110_MD_00,39.0724,-76.7902,39.0724,-76.7902,100,Senate,Democrat,CARDIN,-0.454,471021,"CARDIN, BE_2008","CARDIN, BENJAMIN L",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6MD03177&tabIndex=1,"Cardin, Be","Cardin, Benjamin L."
111,2010,15408,00,MARYLAN,MD,Maryland,111_MD_00,39.0724,-76.7902,39.0724,-76.7902,100,Senate,Democrat,CARDIN,-0.454,716383,"CARDIN, BE_2010","CARDIN, BENJAMIN L",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6MD03177&tabIndex=1,"Cardin, Be","Cardin, Benjamin L."
112,2012,15408,00,MARYLAN,MD,Maryland,112_MD_00,39.0724,-76.7902,39.0724,-76.7902,100,Senate,Democrat,CARDIN,-0.454,5594299,"CARDIN, BE_2012","CARDIN, BENJAMIN L",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6MD03177&tabIndex=1,"Cardin, Be","Cardin, Benjamin L."
110,2008,20306,18,CALIFOR,CA,California,110_CA_18,36.802534,-120.01902,36.17,-119.7462,100,House of Representatives,Democrat,CARDOZA,-0.227,1042844.25,"CARDOZA, D_2008","CARDOZA, DENNIS",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA18056&tabIndex=1,"Cardoza, De","Cardoza, Dennis"
111,2010,20306,18,CALIFOR,CA,California,111_CA_18,36.802534,-120.01902,36.17,-119.7462,100,House of Representatives,Democrat,CARDOZA,-0.23,1180308.37,"CARDOZA, D_2010","CARDOZA, DENNIS",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA18056&tabIndex=1,"Cardoza, De","Cardoza, Dennis"
112,2012,20306,18,CALIFOR,CA,California,112_CA_18,37.23816,-120.806273,36.17,-119.7462,100,House of Representatives,Democrat,CARDOZA,-0.233,218022,"CARDOZA, D_2012","CARDOZA, DENNIS",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA18056&tabIndex=1,"Cardoza, De","Cardoza, Dennis"
110,2008,20516,03,MISSOUR,MO,Missouri,110_MO_03,38.42727,-90.38515,38.4623,-92.302,100,House of Representatives,Democrat,CARNAHAN,-0.319,962396.69,"CARNAHAN, _2008","CARNAHAN, RUSS",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO00019&tabIndex=1,"Carnahan, Ru","Carnahan, Russ"
111,2010,20516,03,MISSOUR,MO,Missouri,111_MO_03,38.42727,-90.38515,38.4623,-92.302,100,House of Representatives,Democrat,CARNAHAN,-0.319,10327090,"CARNAHAN, _2010","CARNAHAN, RUSS",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO00019&tabIndex=1,"Carnahan, Ru","Carnahan, Russ"
112,2012,20516,03,MISSOUR,MO,Missouri,112_MO_03,38.138403,-90.384531,38.4623,-92.302,100,House of Representatives,Democrat,CARNAHAN,-0.319,1398407.42,"CARNAHAN, _2012","CARNAHAN, RUSS",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO00019&tabIndex=1,"Carnahan, Ru","Carnahan, Russ"
110,2008,20746,10,PENNSYL,PA,Pennsylvania,110_PA_10,41.77197,-76.521266,40.5773,-77.264,100,House of Representatives,Democrat,CARNEY,-0.12,2348311.12,"CARNEY, CH_2008","CARNEY, CHRISTOPHER",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6PA10109&tabIndex=1,"Carney, Ch","Carney, Christopher P."
111,2010,20746,10,PENNSYL,PA,Pennsylvania,111_PA_10,41.77197,-76.521266,40.5773,-77.264,100,House of Representatives,Democrat,CARNEY,-0.12,1617153.71,"CARNEY, CH_2010","CARNEY, CHRISTOPHER",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6PA10109&tabIndex=1,"Carney, Ch","Carney, Christopher P."
112,2012,21113,01,DELAWAR,DE,Delaware,112_DE_01,38.997634,-75.441496,39.3498,-75.5148,100,House of Representatives,Democrat,CARNEY,-0.206,1526892.72,"CARNEY, JO_2012","CARNEY, JOHN CHARLES JR",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0DE01017&tabIndex=1,"Carney, Jo","Carney, John"
110,2008,15015,00,DELAWAR,DE,Delaware,110_DE_00,39.3498,-75.5148,39.3498,-75.5148,100,Senate,Democrat,CARPER,-0.255,483209,"CARPER, TH_2008","CARPER, THOMAS R",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8DE00079&tabIndex=1,"Carper, Th","Carper, Thomas Richard"
111,2010,15015,00,DELAWAR,DE,Delaware,111_DE_00,39.3498,-75.5148,39.3498,-75.5148,100,Senate,Democrat,CARPER,-0.267,882996,"CARPER, TH_2010","CARPER, THOMAS R",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8DE00079&tabIndex=1,"Carper, Th","Carper, Thomas Richard"
112,2012,15015,00,DELAWAR,DE,Delaware,112_DE_00,39.3498,-75.5148,39.3498,-75.5148,100,Senate,Democrat,CARPER,-0.279,3516328,"CARPER, TH_2012","CARPER, THOMAS R",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8DE00079&tabIndex=1,"Carper, Th","Carper, Thomas Richard"
110,2008,20757,07,INDIANA,IN,Indiana,110_IN_07,39.718744,-86.09375,39.8647,-86.2604,100,House of Representatives,Democrat,CARSON,-0.395,1652316.39,"CARSON, AN_2008","CARSON, ANDRE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN07184&tabIndex=1,"Carson, An","Carson, Andre"
111,2010,20757,07,INDIANA,IN,Indiana,111_IN_07,39.718744,-86.09375,39.8647,-86.2604,100,House of Representatives,Democrat,CARSON,-0.395,951789.71,"CARSON, AN_2010","CARSON, ANDRE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN07184&tabIndex=1,"Carson, An","Carson, Andre"
112,2012,20757,07,INDIANA,IN,Indiana,112_IN_07,39.789403,-86.142935,39.8647,-86.2604,100,House of Representatives,Democrat,CARSON,-0.395,1124041.82,"CARSON, AN_2012","CARSON, ANDRE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8IN07184&tabIndex=1,"Carson, An","Carson, Andre"
110,2008,29720,07,INDIANA,IN,Indiana,110_IN_07,39.718744,-86.09375,39.8647,-86.2604,100,House of Representatives,Democrat,CARSON,-0.449,0,---No Data_2008,---No Data Available---,---No Data Available---,"Carson, Ju","Carson, Julia M."
110,2008,20356,31,TEXAS,TX,Texas,110_TX_31,32.38253,-98.404816,31.106,-97.6475,200,House of Representatives,Republican,CARTER,0.605,947704.35,"CARTER, JO_2008","CARTER, JOHN",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX31044&tabIndex=1,"Carter, Jo","Carter, John R"
111,2010,20356,31,TEXAS,TX,Texas,111_TX_31,32.38253,-98.404816,31.106,-97.6475,200,House of Representatives,Republican,CARTER,0.571,997508,"CARTER, JO_2010","CARTER, JOHN",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX31044&tabIndex=1,"Carter, Jo","Carter, John R"
112,2012,20356,31,TEXAS,TX,Texas,112_TX_31,31.280637,-97.595614,31.106,-97.6475,200,House of Representatives,Republican,CARTER,0.536,885683.63,"CARTER, JO_2012","CARTER, JOHN",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX31044&tabIndex=1,"Carter, Jo","Carter, John R"
110,2008,40703,00,PENNSYL,PA,Pennsylvania,110_PA_00,40.5773,-77.264,40.5773,-77.264,100,Senate,Democrat,CASEY,-0.345,895700,"CASEY, ROB_2008","CASEY, ROBERT P JR",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6PA00217&tabIndex=1,"Casey, Ro","Casey, Robert P., Jr."
111,2010,40703,00,PENNSYL,PA,Pennsylvania,111_PA_00,40.5773,-77.264,40.5773,-77.264,100,Senate,Democrat,CASEY,-0.345,2135354,"CASEY, ROB_2010","CASEY, ROBERT P JR",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6PA00217&tabIndex=1,"Casey, Ro","Casey, Robert P., Jr."
112,2012,40703,00,PENNSYL,PA,Pennsylvania,112_PA_00,40.5773,-77.264,40.5773,-77.264,100,Senate,Democrat,CASEY,-0.345,11157095,"CASEY, ROB_2012","CASEY, ROBERT P JR",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6PA00217&tabIndex=1,"Casey, Ro","Casey, Robert P., Jr."
111,2010,20919,06,LOUISIA,LA,Louisianna,111_LA_06,30.867259,-90.74688,31.1801,-91.8749,200,House of Representatives,Republican,CASSIDY,0.714,0,---No Data_2010,---No Data Available---,---No Data Available---,"Cassidy, Bi","Cassidy, Bill"
112,2012,20919,06,LOUISIA,LA,Louisianna,112_LA_06,30.602483,-91.044371,31.1801,-91.8749,200,House of Representatives,Republican,CASSIDY,0.714,0,---No Data_2012,---No Data Available---,---No Data Available---,"Cassidy, Bi","Cassidy, Bill"
110,2008,29327,01,DELAWAR,DE,Delaware,110_DE_01,39.3498,-75.5148,39.3498,-75.5148,200,House of Representatives,Republican,CASTLE,0.562,1480596.51,"CASTLE, MI_2008","CASTLE, MICHAEL N",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2DE00072&tabIndex=1,"Castle, Mi","Castle, Michael N."
111,2010,29327,01,DELAWAR,DE,Delaware,111_DE_01,39.3498,-75.5148,39.3498,-75.5148,200,House of Representatives,Republican,CASTLE,0.606,3502586.36,"CASTLE, MI_2010","CASTLE, MICHAEL N",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2DE00072&tabIndex=1,"Castle, Mi","Castle, Michael N."
110,2008,20708,11,FLORIDA,FL,Florida,110_FL_11,27.871964,-82.438841,27.8333,-81.717,100,House of Representatives,Democrat,CASTOR,-0.396,631098.72,"CASTOR, KA_2008","CASTOR, KATHY",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL11126&tabIndex=1,"Castor, Ka","Castor, Kathy"
111,2010,20708,11,FLORIDA,FL,Florida,111_FL_11,27.871964,-82.438841,27.8333,-81.717,100,House of Representatives,Democrat,CASTOR,-0.396,887032.51,"CASTOR, KA_2010","CASTOR, KATHY",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL11126&tabIndex=1,"Castor, Ka","Castor, Kathy"
112,2012,20708,11,FLORIDA,FL,Florida,112_FL_11,27.833618,-82.512718,27.8333,-81.717,100,House of Representatives,Democrat,CASTOR,-0.396,1020415.31,"CASTOR, KA_2012","CASTOR, KATHY",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL11126&tabIndex=1,"Castor, Ka","Castor, Kathy"
110,2008,20760,06,LOUISIA,LA,Louisianna,110_LA_06,30.867259,-90.74688,31.1801,-91.8749,100,House of Representatives,Democrat,CAZAYOUX,0.006,2994463.64,"CAZAYOUX, _2008","CAZAYOUX, DONALD J",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8LA06022&tabIndex=1,"Cazayoux, Do","Cazayoux, Donald J., Jr."
110,2008,29550,01,OHIO,OH,Ohio,110_OH_01,39.147991,-84.739682,40.3736,-82.7755,200,House of Representatives,Republican,CHABOT,0.803,2349750.68,"CHABOT, ST_2008","CHABOT, STEVE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH01043&tabIndex=1,"Chabot, St","Chabot, Steven J."
112,2012,29550,01,OHIO,OH,Ohio,112_OH_01,39.266441,-84.643708,40.3736,-82.7755,200,House of Representatives,Republican,CHABOT,0.81,1068815.87,"CHABOT, ST_2012","CHABOT, STEVE",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH01043&tabIndex=1,"Chabot, St","Chabot, Steven J."
111,2010,20949,03,UTAH,UT,Utah,111_UT_03,40.563896,-112.1281,40.1135,-111.8535,200,House of Representatives,Republican,CHAFFETZ,0.963,647194.06,"CHAFFETZ, _2010","CHAFFETZ, JASON",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT03089&tabIndex=1,"Chaffetz, Ja","Chaffetz, Jason"
112,2012,20949,03,UTAH,UT,Utah,112_UT_03,39.132153,-112.548081,40.1135,-111.8535,200,House of Representatives,Republican,CHAFFETZ,0.963,807594.7,"CHAFFETZ, _2012","CHAFFETZ, JASON",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8UT03089&tabIndex=1,"Chaffetz, Ja","Chaffetz, Jason"
110,2008,29512,00,GEORGIA,GA,Georgia,110_GA_00,32.9866,-83.6487,32.9866,-83.6487,200,Senate,Republican,CHAMBLISS,0.509,13969329,"CHAMBLISS,_2008","CHAMBLISS, SAXBY",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2GA00118&tabIndex=1,"Chambliss, Sa","Chambliss, Saxby"
111,2010,29512,00,GEORGIA,GA,Georgia,111_GA_00,32.9866,-83.6487,32.9866,-83.6487,200,Senate,Republican,CHAMBLISS,0.519,720935,"CHAMBLISS,_2010","CHAMBLISS, SAXBY",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2GA00118&tabIndex=1,"Chambliss, Sa","Chambliss, Saxby"
112,2012,29512,00,GEORGIA,GA,Georgia,112_GA_00,32.9866,-83.6487,32.9866,-83.6487,200,Senate,Republican,CHAMBLISS,0.529,1736422,"CHAMBLISS,_2012","CHAMBLISS, SAXBY",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2GA00118&tabIndex=1,"Chambliss, Sa","Chambliss, Saxby"
110,2008,20326,06,KENTUCK,KY,Kentucky,110_KY_06,37.754255,-84.76904,37.669,-84.6514,100,House of Representatives,Democrat,CHANDLER,-0.197,1034158.31,"CHANDLER, _2008","CHANDLER, A.B. III",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4KY06072&tabIndex=1,"Chandler, A.","Chandler, A.B."
111,2010,20326,06,KENTUCK,KY,Kentucky,111_KY_06,37.754255,-84.76904,37.669,-84.6514,100,House of Representatives,Democrat,CHANDLER,-0.188,1674099.52,"CHANDLER, _2010","CHANDLER, A.B. III",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4KY06072&tabIndex=1,"Chandler, A.","Chandler, A.B."
112,2012,20326,06,KENTUCK,KY,Kentucky,112_KY_06,37.883881,-84.447982,37.669,-84.6514,100,House of Representatives,Democrat,CHANDLER,-0.18,2403028.68,"CHANDLER, _2012","CHANDLER, A.B. III",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4KY06072&tabIndex=1,"Chandler, A.","Chandler, A.B."
110,2008,20761,01,MISSISS,MS,Mississippi,110_MS_01,34.259164,-89.06039,32.7673,-89.6812,100,House of Representatives,Democrat,CHILDERS,0.013,1851651.41,"CHILDERS, _2008","CHILDERS, TRAVIS W.",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MS01061&tabIndex=1,"Childers, Tr","Childers, Travis"
111,2010,20761,01,MISSISS,MS,Mississippi,111_MS_01,34.259164,-89.06039,32.7673,-89.6812,100,House of Representatives,Democrat,CHILDERS,0.013,1817036.58,"CHILDERS, _2010","CHILDERS, TRAVIS W.",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MS01061&tabIndex=1,"Childers, Tr","Childers, Travis"
111,2010,20955,32,CALIFOR,CA,California,111_CA_32,34.08166,-118.17568,36.17,-119.7462,100,House of Representatives,Democrat,CHU,-0.502,2502170.51,"CHU, JUDY_2010","CHU, JUDY",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA32101&tabIndex=1,"Chu, Ju","Chu, Judy"
112,2012,20955,32,CALIFOR,CA,California,112_CA_32,34.084924,-117.989564,36.17,-119.7462,100,House of Representatives,Democrat,CHU,-0.502,1523172.1,"CHU, JUDY_2012","CHU, JUDY",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0CA32101&tabIndex=1,"Chu, Ju","Chu, Judy"
